id,nombre,edad,ciudad,departamento,salario,fecha_alta,remoto,seniority,puntuacion
748,Adrián,25,Valladolid,Operaciones,1600,2021-10-12,False,Junior,6.95
749,Pablo,33,Granada,Atención Cliente,3412,2021-10-09,False,SemiSenior,5.14
750,Pablo,39,Murcia,Marketing,3801,2020-11-22,True,Junior,3.56
751,Miguel,49,Bilbao,Operaciones,5781,2025-06-12,False,Senior,0.51
752,Irene,36,Valladolid,Ventas,1793,2020-11-01,False,Junior,7.86
753,Nuria,44,Alicante,Marketing,1375,2020-06-27,True,SemiSenior,4.97
754,Elena,18,Valencia,Marketing,4312,2025-04-21,True,Junior,5.39
755,Luis,46,Valladolid,Operaciones,1436,2023-02-22,False,Senior,4.69
756,Andrés,57,Granada,Logística,4931,2022-06-25,True,SemiSenior,2.65
757,Ricardo,40,Bilbao,Marketing,1384,2024-03-06,False,Junior,2.76
758,Laura,37,Málaga,Marketing,5859,2022-03-04,False,Junior,0.64
759,María,30,Santander,Atención Cliente,3757,2020-09-21,True,Junior,7.08
760,Laura,59,Málaga,RRHH,5753,2024-02-19,True,SemiSenior,2.72
761,Jorge,19,Valladolid,Finanzas,1808,2020-12-30,False,Senior,2.99
762,Fernando,30,Sevilla,Operaciones,2512,2023-02-18,True,SemiSenior,9.94
763,Miguel,23,Santander,Ventas,3383,2025-05-18,False,SemiSenior,3.86
764,Ricardo,55,Valladolid,Atención Cliente,1341,2025-04-21,True,SemiSenior,5.11
765,Carmen,38,Alicante,Marketing,1694,2022-01-16,False,SemiSenior,3.86
766,Carmen,57,A Coruña,Operaciones,2781,2024-06-03,False,Junior,2.9
767,Alberto,46,Málaga,RRHH,4738,2023-06-22,True,Junior,0.06
768,Hugo,41,Málaga,Atención Cliente,4601,2022-09-19,False,Junior,8.55
769,Sergio,40,Granada,Finanzas,1616,2020-10-16,False,SemiSenior,4.73
770,Paula,26,Gijón,Ventas,1487,2022-02-18,True,Junior,7.2
771,Carmen,42,Barcelona,Ventas,4349,2023-09-11,True,SemiSenior,9.59
772,Andrés,47,Gijón,Logística,2926,2025-08-04,False,Junior,0.03
773,Fernando,59,Gijón,Finanzas,5002,2020-01-11,False,SemiSenior,6.75
774,Pedro,41,Barcelona,Marketing,2630,2024-01-25,False,Junior,1.19
775,Carmen,58,Barcelona,Ventas,2941,2024-10-17,False,SemiSenior,4.58
776,Jorge,58,Granada,Ventas,2253,2025-05-22,True,Junior,8.47
777,Fernando,40,Gijón,Logística,2479,2022-05-27,True,Junior,0.71
778,Patricia,36,Málaga,Logística,4590,2020-09-02,False,Junior,9.9
779,Adrián,24,A Coruña,RRHH,3462,2021-07-14,False,SemiSenior,5.81
780,Diego,29,Pamplona,Ventas,4364,2024-10-26,False,SemiSenior,3.95
781,Luis,55,Bilbao,RRHH,1577,2024-12-22,True,Junior,0.2
782,Sofía,23,Valencia,Ventas,3770,2023-08-11,False,SemiSenior,5.87
783,Pedro,35,Pamplona,Finanzas,3401,2020-09-11,False,SemiSenior,4.95
784,Hugo,48,Bilbao,Operaciones,5572,2020-09-09,True,SemiSenior,2.15
785,Adrián,28,Murcia,Logística,3233,2022-09-16,False,SemiSenior,4.9
786,Laura,59,Zaragoza,Marketing,1695,2023-05-02,False,Junior,0.13
787,Jorge,45,Murcia,Ventas,4547,2020-03-08,True,SemiSenior,9.99
788,Ana,19,Bilbao,Ventas,1918,2023-11-21,True,SemiSenior,3.32
789,Adrián,28,Granada,RRHH,5564,2023-02-01,True,SemiSenior,4.8
790,Andrés,49,Granada,Finanzas,3040,2020-01-26,False,Junior,7.85
791,Pedro,55,Valencia,IT,4966,2020-07-17,True,SemiSenior,7.13
792,Jorge,57,Murcia,Atención Cliente,4348,2022-07-29,True,Junior,8.89
793,Carlos,54,Madrid,RRHH,3431,2024-02-04,True,SemiSenior,9.41
794,Ricardo,21,Valencia,Atención Cliente,4004,2024-09-04,True,Junior,1.89
795,Marta,49,Pamplona,RRHH,2077,2022-06-11,True,Junior,3.9
796,Elena,22,Murcia,Ventas,1555,2021-09-03,False,SemiSenior,6.87
797,Alberto,21,A Coruña,IT,4878,2025-06-27,True,Senior,0.45
798,Luis,47,Santander,Finanzas,5801,2022-08-07,True,Junior,7.17
799,Ana,38,Granada,Finanzas,5338,2021-10-14,True,SemiSenior,0.05
800,Luis,45,Alicante,Atención Cliente,2664,2022-07-04,True,SemiSenior,9.14
801,Pablo,54,Granada,Logística,2918,2020-01-26,True,Senior,7.18
802,Miguel,20,Murcia,Ventas,2923,2021-09-16,False,SemiSenior,5.65
803,Sergio,40,A Coruña,Marketing,4572,2022-12-03,False,Junior,4.29
804,Ana,53,Bilbao,Ventas,4194,2025-03-16,False,Junior,9.88
805,Ana,36,Santander,IT,5023,2024-03-08,True,SemiSenior,7.37
806,Patricia,40,Sevilla,IT,5737,2024-06-05,False,Junior,8.07
807,Pedro,39,Santander,IT,3083,2023-02-01,False,Senior,8.25
808,Lucía,57,Santander,Finanzas,4381,2020-08-16,True,Senior,0.22
809,Fernando,20,Sevilla,Ventas,3602,2022-03-20,True,Senior,0.55
810,Isabel,55,Granada,Ventas,5783,2025-08-25,False,Junior,1.98
811,Sofía,53,Pamplona,IT,2899,2020-04-01,True,SemiSenior,6.55
812,Diego,52,Valladolid,Operaciones,2100,2024-12-24,True,SemiSenior,6.24
813,Alberto,35,Málaga,Operaciones,3018,2023-11-17,False,Junior,3.25
814,Diego,40,Santander,Logística,4170,2021-08-10,True,Junior,9.73
815,Raúl,33,Murcia,IT,5777,2024-05-29,False,Junior,0.93
816,María,28,Barcelona,Ventas,5179,2024-09-28,True,Junior,7.77
817,Diego,55,Valencia,RRHH,1288,2020-03-30,True,Senior,4.81
818,Sergio,39,Granada,Operaciones,3643,2020-08-08,True,Senior,4.19
819,Isabel,49,Zaragoza,Ventas,1963,2023-10-10,True,Junior,0.26
820,Marta,22,Valencia,Ventas,2938,2025-08-30,False,SemiSenior,7.28
821,Pedro,51,Alicante,RRHH,5731,2020-02-19,False,Junior,7.72
822,Ana,46,Barcelona,IT,5927,2023-10-09,False,Junior,3.19
823,Laura,60,Valencia,RRHH,1937,2020-10-09,False,Junior,5.17
824,Jorge,23,Zaragoza,Atención Cliente,1876,2023-09-07,True,SemiSenior,6.06
825,Miguel,41,Madrid,Finanzas,4542,2023-07-14,True,SemiSenior,3.68
826,Pablo,39,Málaga,RRHH,3172,2020-07-06,True,Senior,6.16
827,Paula,41,Santander,RRHH,3278,2023-11-10,False,Senior,4.34
828,Laura,20,Pamplona,Logística,5393,2025-01-30,False,Junior,8.78
829,Alberto,38,Santander,Finanzas,5619,2024-11-22,False,SemiSenior,7.19
830,Lucía,30,Bilbao,Finanzas,5523,2020-03-01,False,Junior,1.1
831,Marta,44,Madrid,Logística,4959,2021-05-24,False,Junior,8.0
832,Sofía,27,Gijón,Ventas,5906,2021-05-13,True,SemiSenior,3.38
833,Sergio,36,Málaga,IT,4656,2022-07-27,False,Junior,9.36
834,Ricardo,44,Alicante,RRHH,5448,2020-10-23,False,Junior,6.03
835,Lucía,20,Barcelona,Marketing,3794,2024-11-03,False,Junior,0.28
836,Noelia,51,Granada,Ventas,1444,2024-05-26,True,Junior,7.34
837,Jorge,48,Valladolid,IT,5119,2024-07-31,True,Senior,1.31
838,Miguel,20,Santander,Logística,5663,2021-02-14,False,Junior,8.77
839,Nuria,20,Barcelona,Finanzas,2699,2020-01-31,False,SemiSenior,9.48
840,Nuria,54,Zaragoza,Operaciones,3255,2025-02-28,False,Senior,6.95
841,Marta,30,Pamplona,IT,3946,2021-08-21,False,SemiSenior,5.33
842,Natalia,55,Málaga,Marketing,4328,2023-09-20,True,SemiSenior,6.02
843,Laura,39,A Coruña,Finanzas,4439,2025-02-25,True,Senior,4.29
844,Andrés,32,Sevilla,Finanzas,3092,2020-03-15,False,Junior,0.84
845,Pablo,29,Granada,Operaciones,5302,2020-01-12,True,Junior,9.29
846,Natalia,46,Bilbao,Operaciones,5106,2020-01-12,False,SemiSenior,3.29
847,Irene,22,Valladolid,RRHH,5723,2020-11-19,False,SemiSenior,3.13
848,Paula,35,Santander,Atención Cliente,3964,2020-04-16,True,SemiSenior,1.91
849,Hugo,32,A Coruña,Marketing,1571,2024-08-24,True,Junior,9.92
850,Sofía,24,Murcia,IT,5259,2023-06-08,True,SemiSenior,9.43
851,Hugo,33,Sevilla,Logística,1581,2025-07-21,True,SemiSenior,3.49
852,Luis,40,Málaga,IT,2130,2024-07-17,False,Senior,2.6
853,Pedro,47,Gijón,Marketing,2569,2025-06-16,True,Junior,8.05
854,Paula,21,Valencia,IT,2088,2021-05-08,True,Junior,4.23
855,Natalia,55,A Coruña,Ventas,4674,2021-08-18,True,Senior,9.68
856,Noelia,55,Murcia,RRHH,3314,2024-10-24,True,SemiSenior,9.01
857,Paula,47,Bilbao,Ventas,2252,2021-05-21,False,Junior,7.59
858,Ana,57,Granada,RRHH,1222,2020-04-28,False,Junior,0.9
859,Andrés,36,Málaga,Logística,2238,2023-10-17,False,SemiSenior,7.02
860,Diego,53,Bilbao,Ventas,4526,2024-07-15,False,SemiSenior,9.87
861,Laura,49,Murcia,Logística,5013,2025-06-27,True,SemiSenior,3.73
862,Ricardo,42,Alicante,RRHH,2621,2025-04-04,False,Senior,8.82
863,Carlos,25,Gijón,Finanzas,1551,2020-09-05,True,Junior,4.08
864,Isabel,41,A Coruña,RRHH,3875,2024-05-17,False,Junior,9.71
865,Isabel,56,A Coruña,Marketing,4958,2024-10-17,True,SemiSenior,6.54
866,Irene,60,Alicante,IT,1536,2023-12-16,True,Senior,0.97
867,Fernando,37,Bilbao,Finanzas,5019,2024-08-23,True,Junior,4.79
868,Sergio,28,Valencia,Logística,2019,2024-09-30,False,SemiSenior,0.5
869,Sofía,50,Murcia,Finanzas,2438,2022-07-13,True,Junior,3.95
870,Noelia,21,A Coruña,Finanzas,4190,2020-03-24,False,Junior,9.15
871,Luis,24,A Coruña,Operaciones,1446,2022-08-02,True,Senior,2.32
872,Pedro,42,Sevilla,RRHH,2667,2021-02-21,False,Junior,9.51
873,Patricia,60,Alicante,IT,1866,2020-08-23,False,Junior,1.0
874,Natalia,32,Málaga,Finanzas,2230,2020-09-15,True,SemiSenior,6.65
875,Isabel,37,Santander,Atención Cliente,4913,2023-12-14,True,Junior,9.66
876,Isabel,31,Granada,Marketing,2298,2022-11-10,True,Junior,6.54
877,Alberto,36,Pamplona,Atención Cliente,1408,2023-01-22,False,SemiSenior,8.99
878,Carlos,18,A Coruña,Atención Cliente,2231,2024-03-22,False,Junior,9.91
879,Jorge,43,Murcia,Ventas,1616,2023-02-08,True,SemiSenior,6.42
880,Luis,43,Sevilla,Finanzas,4190,2023-07-28,True,Junior,7.82
881,Patricia,31,Málaga,Operaciones,5870,2020-06-27,True,Junior,0.32
882,Sofía,29,Gijón,RRHH,2005,2024-10-27,True,SemiSenior,4.27
883,Miguel,50,Málaga,Operaciones,4699,2022-07-17,False,Junior,2.88
884,Diego,26,Madrid,Logística,2941,2020-11-17,True,Senior,8.24
885,Lucía,20,Valencia,Operaciones,1544,2024-08-10,True,Senior,6.78
886,Carmen,19,Valladolid,Atención Cliente,4502,2024-02-29,False,Senior,6.14
887,María,55,A Coruña,Atención Cliente,2207,2020-04-19,False,Junior,9.32
888,Jorge,33,Pamplona,Atención Cliente,3666,2021-02-03,False,Junior,0.89
889,Lucía,22,Pamplona,Atención Cliente,3634,2020-02-02,True,Senior,9.54
890,Sergio,55,Murcia,Ventas,4067,2021-07-14,False,SemiSenior,1.01
891,Miguel,24,Valladolid,IT,1847,2020-07-25,False,SemiSenior,3.47
892,Pablo,32,Gijón,Ventas,2404,2024-01-09,False,Senior,6.3
893,Diego,18,Madrid,Ventas,4739,2022-12-17,True,Junior,3.41
894,Sofía,47,Valladolid,Operaciones,5677,2025-07-22,False,Junior,6.83
895,Isabel,48,Murcia,Finanzas,1256,2024-03-31,False,SemiSenior,7.75
896,Pablo,50,Alicante,RRHH,3187,2023-06-19,False,SemiSenior,8.29
897,Fernando,29,Gijón,IT,5431,2022-11-20,False,Junior,1.79
898,Ana,32,A Coruña,Operaciones,2577,2020-04-22,False,SemiSenior,1.82
899,Andrés,58,A Coruña,Marketing,3349,2020-05-25,False,SemiSenior,0.52
900,Pablo,53,Granada,Atención Cliente,5541,2023-06-29,False,Junior,4.91
901,Fernando,19,Valladolid,IT,5851,2020-01-10,True,Junior,1.38
902,Nuria,47,Valencia,Marketing,4346,2020-03-28,True,SemiSenior,3.19
903,Fernando,52,Bilbao,IT,4532,2021-03-29,False,SemiSenior,8.4
904,Ana,42,Alicante,Marketing,4147,2025-01-04,False,Senior,9.49
905,Marta,45,A Coruña,Logística,2561,2022-08-07,False,Junior,8.22
906,Hugo,18,Valencia,RRHH,5457,2024-01-08,False,Senior,0.01
907,Noelia,19,Santander,RRHH,1363,2022-05-01,False,SemiSenior,5.68
908,Adrián,19,Pamplona,Marketing,1481,2020-12-24,False,SemiSenior,1.67
909,Jorge,24,A Coruña,Marketing,4089,2022-02-07,True,Junior,3.76
910,Pablo,60,Valencia,Operaciones,5221,2020-07-08,False,Junior,4.28
911,Sofía,45,Pamplona,Logística,5109,2024-05-13,True,SemiSenior,9.43
912,Adrián,51,Valencia,Operaciones,4454,2021-01-14,False,Junior,6.34
913,Jorge,30,Zaragoza,Operaciones,3006,2022-02-18,False,Junior,2.68
914,Laura,58,Gijón,RRHH,2928,2025-07-21,True,Senior,6.43
915,Irene,26,Murcia,IT,3243,2023-05-10,True,Junior,9.52
916,María,56,Valencia,Operaciones,2430,2022-08-07,True,Senior,0.59
917,María,19,Barcelona,Atención Cliente,3212,2023-01-29,False,SemiSenior,8.16
918,Patricia,18,Málaga,Finanzas,1703,2024-06-11,True,Senior,2.17
919,Luis,21,Granada,IT,2735,2021-06-10,True,Junior,1.53
920,Isabel,52,Granada,Operaciones,5718,2023-08-10,False,SemiSenior,8.99
921,Nuria,29,Valencia,Logística,4593,2024-12-11,True,SemiSenior,0.02
922,Isabel,37,Sevilla,Ventas,1881,2023-03-30,False,Senior,7.41
923,Natalia,38,Granada,Ventas,2574,2022-07-13,False,Junior,0.87
924,Carmen,51,Sevilla,Operaciones,2445,2020-10-27,True,Junior,6.18
925,Ricardo,32,Madrid,Marketing,2552,2021-05-28,True,Senior,6.21
926,Miguel,18,Murcia,Operaciones,4518,2025-05-12,False,Junior,8.63
927,Fernando,34,Valladolid,Operaciones,5496,2023-01-25,False,SemiSenior,8.23
928,Lucía,30,Valencia,Marketing,4609,2021-09-15,True,Junior,6.85
929,Ricardo,49,Valencia,IT,3544,2022-05-16,False,Junior,3.81
930,Hugo,50,Valencia,Finanzas,1971,2023-04-11,False,SemiSenior,1.66
931,Noelia,21,Málaga,RRHH,1886,2023-01-17,True,SemiSenior,6.36
932,María,52,Madrid,Atención Cliente,5108,2023-12-19,False,SemiSenior,4.97
933,Noelia,21,Madrid,Marketing,4453,2021-06-17,False,SemiSenior,0.78
934,Noelia,44,Málaga,Ventas,3649,2023-09-05,True,SemiSenior,9.56
935,Jorge,34,Madrid,Atención Cliente,3971,2022-07-05,False,Senior,3.14
936,Patricia,30,Bilbao,Operaciones,5273,2025-05-01,True,Junior,0.02
937,Fernando,38,Valladolid,Finanzas,5107,2020-11-22,True,Junior,9.02
938,Natalia,31,Madrid,Logística,1619,2020-11-03,True,Junior,5.77
939,Noelia,52,A Coruña,Atención Cliente,3096,2022-08-13,False,SemiSenior,7.33
940,Fernando,59,A Coruña,Atención Cliente,1405,2022-11-18,False,Junior,1.53
941,Laura,53,Valladolid,Atención Cliente,3047,2023-12-01,False,SemiSenior,4.05
942,Andrés,36,A Coruña,RRHH,4258,2022-04-16,True,SemiSenior,6.45
943,Pablo,39,Gijón,IT,2200,2025-03-06,False,SemiSenior,2.51
944,Adrián,37,Barcelona,Finanzas,1920,2022-09-08,False,Senior,7.01
945,Pedro,52,Sevilla,Atención Cliente,3556,2020-09-24,True,SemiSenior,2.34
946,Noelia,41,Bilbao,Logística,3720,2020-09-03,True,SemiSenior,2.09
947,Ana,38,Granada,Operaciones,4628,2025-07-07,False,Junior,0.12
948,Raúl,35,Santander,Finanzas,1267,2020-10-04,True,SemiSenior,2.82
949,Adrián,34,Santander,Finanzas,2390,2025-05-16,False,Junior,2.47
950,Jorge,41,Valladolid,IT,4944,2021-07-29,False,Senior,7.64
951,Raúl,47,Zaragoza,IT,4474,2020-07-12,True,Junior,5.7
952,Sofía,36,Zaragoza,IT,5518,2021-09-22,False,Junior,1.78
953,Noelia,52,Madrid,Logística,5111,2023-06-26,False,Junior,5.68
954,Diego,53,Zaragoza,Atención Cliente,5227,2022-06-04,False,SemiSenior,2.25
955,Miguel,36,Murcia,Marketing,3651,2024-06-14,False,Senior,4.26
956,Nuria,57,Valencia,RRHH,5801,2023-06-18,False,Junior,8.88
957,Fernando,25,Alicante,RRHH,3196,2022-04-09,False,Junior,7.19
958,Hugo,58,Gijón,Ventas,5535,2023-08-06,True,SemiSenior,6.51
959,María,30,Bilbao,RRHH,3081,2025-07-03,True,Senior,2.81
960,Sofía,42,Santander,Marketing,3331,2022-05-02,True,Senior,1.25
961,Nuria,30,Barcelona,Operaciones,4491,2020-11-13,False,Junior,7.53
962,Patricia,37,Santander,Atención Cliente,3112,2022-04-26,False,SemiSenior,5.68
963,Ricardo,32,Alicante,IT,1906,2024-10-05,True,SemiSenior,6.23
964,Raúl,48,Valencia,RRHH,5502,2021-03-26,False,SemiSenior,9.75
965,Jorge,21,A Coruña,Logística,3374,2025-05-18,True,SemiSenior,3.48
966,Patricia,54,Bilbao,Atención Cliente,5650,2023-05-02,True,SemiSenior,8.01
967,Irene,56,Alicante,Atención Cliente,3116,2023-05-30,True,SemiSenior,5.59
968,Carlos,42,Sevilla,Operaciones,5870,2021-10-18,False,Junior,2.35
969,Miguel,41,Valencia,IT,4094,2025-03-20,True,Junior,0.53
970,Isabel,48,Bilbao,Logística,4888,2020-03-15,False,Junior,6.16
971,Natalia,26,Sevilla,Operaciones,4827,2021-09-10,False,Junior,2.98
972,Pablo,50,Bilbao,Logística,2169,2022-05-16,True,Junior,6.95
973,Pedro,27,A Coruña,Logística,5115,2022-09-14,False,Senior,7.01
974,Carlos,47,A Coruña,Marketing,5736,2022-09-08,True,Senior,4.55
975,María,31,Valladolid,IT,4374,2020-11-02,False,Junior,5.36
976,Alberto,50,Sevilla,Operaciones,5747,2021-04-11,True,Junior,6.27
977,Ricardo,52,Valencia,RRHH,5262,2020-07-16,False,SemiSenior,4.69
978,Adrián,26,Santander,IT,4398,2023-03-30,False,SemiSenior,8.77
979,Laura,44,Valencia,Marketing,3491,2021-12-27,True,Junior,0.76
980,Lucía,39,Barcelona,Logística,5315,2023-03-17,True,Senior,9.8
981,Diego,30,Zaragoza,Marketing,2090,2023-05-05,True,Junior,0.33
982,María,43,Madrid,Marketing,3894,2023-12-24,True,Junior,2.08
983,Alberto,60,Málaga,Operaciones,5116,2023-02-06,False,SemiSenior,7.08
984,Alberto,18,Gijón,Operaciones,5732,2023-09-03,False,SemiSenior,0.85
985,Patricia,59,Bilbao,Marketing,2482,2023-04-30,False,Junior,2.62
986,Paula,54,Granada,Atención Cliente,1650,2023-09-12,False,SemiSenior,1.54
987,Andrés,40,Murcia,Finanzas,2800,2023-06-30,False,Senior,7.24
988,María,44,Málaga,Ventas,5347,2021-10-16,False,Junior,5.79
989,Carmen,33,A Coruña,Marketing,3714,2021-05-24,True,SemiSenior,0.64
990,Natalia,23,Valladolid,Atención Cliente,1466,2024-06-17,True,Junior,4.6
991,Hugo,42,Bilbao,IT,1773,2021-12-10,True,SemiSenior,2.09
992,Hugo,53,Valencia,IT,2828,2023-02-10,True,SemiSenior,9.68
993,Lucía,27,Santander,Operaciones,2845,2021-02-11,True,Junior,1.08
994,Elena,48,Sevilla,RRHH,1849,2022-06-12,True,Junior,5.98
995,Fernando,50,Pamplona,Marketing,3572,2023-01-01,True,Senior,4.82
996,Paula,50,Murcia,RRHH,3500,2023-07-19,True,Junior,5.78
997,Ana,32,Pamplona,Ventas,2156,2022-12-25,True,Senior,9.56
998,Patricia,34,Málaga,Marketing,2315,2022-01-16,True,Junior,3.41
999,Noelia,35,Valladolid,Ventas,4389,2025-06-13,True,Senior,7.49
1000,Fernando,54,A Coruña,Finanzas,5770,2022-11-27,False,SemiSenior,4.47
1001,Andrés,56,Málaga,Operaciones,5984,2024-07-31,False,Junior,6.61
1002,Patricia,35,Valencia,Logística,3885,2024-03-04,False,SemiSenior,3.66
1003,Luis,59,Murcia,IT,1384,2023-03-01,True,SemiSenior,2.27
1004,Diego,42,A Coruña,Marketing,5510,2025-01-08,True,SemiSenior,0.84
1005,Sergio,34,Valencia,Marketing,5763,2020-09-22,True,SemiSenior,1.02
1006,Nuria,18,Alicante,Finanzas,2534,2025-03-21,True,SemiSenior,9.59
1007,Carlos,44,A Coruña,Finanzas,3122,2024-10-25,True,SemiSenior,7.88
1008,Ricardo,45,Sevilla,Logística,1324,2022-11-08,False,SemiSenior,2.45
1009,Jorge,59,Pamplona,Logística,5046,2024-02-27,True,SemiSenior,5.29
1010,Pedro,48,Madrid,Atención Cliente,4923,2022-12-12,True,Junior,7.14
1011,Paula,19,A Coruña,Ventas,1299,2021-07-10,False,SemiSenior,3.53
1012,Marta,42,Zaragoza,IT,4572,2024-07-13,False,SemiSenior,4.4
1013,Alberto,49,A Coruña,Logística,3177,2021-05-24,True,Senior,7.18
1014,Natalia,39,Alicante,Logística,3818,2021-10-12,True,Junior,2.27
1015,Elena,36,Granada,Marketing,2248,2022-12-10,False,Junior,5.26
1016,Lucía,52,A Coruña,IT,5114,2024-09-29,True,Junior,2.1
1017,Elena,44,Gijón,Operaciones,3141,2022-03-05,False,SemiSenior,0.03
1018,Lucía,47,Granada,Finanzas,5233,2022-10-19,False,SemiSenior,6.9
1019,Jorge,37,Gijón,Logística,1911,2020-03-27,True,Junior,7.07
1020,Alberto,29,Zaragoza,Finanzas,4022,2020-08-27,False,Junior,9.96
1021,Pedro,40,Valencia,Atención Cliente,2689,2020-04-25,True,Senior,1.81
1022,Luis,59,Valencia,Atención Cliente,5837,2020-05-29,True,SemiSenior,7.4
1023,Laura,43,A Coruña,IT,3873,2024-12-02,True,SemiSenior,9.48
1024,Elena,48,Murcia,Ventas,4655,2024-10-08,False,Junior,6.45
1025,Diego,23,Barcelona,Atención Cliente,1613,2024-08-28,True,Junior,9.63
1026,Lucía,60,Valencia,Ventas,4449,2020-04-25,True,Junior,9.94
1027,Sofía,28,Pamplona,Ventas,1685,2020-06-09,False,Junior,8.02
1028,Diego,59,Granada,Atención Cliente,2935,2021-08-03,True,SemiSenior,9.99
1029,Alberto,37,Alicante,Ventas,2268,2023-03-16,False,Junior,6.26
1030,Carmen,57,Sevilla,Ventas,1210,2021-11-22,False,Junior,4.97
1031,Laura,56,Madrid,IT,4014,2022-10-06,False,Junior,9.18
1032,Fernando,50,Bilbao,RRHH,2356,2020-12-24,False,Junior,8.31
1033,Elena,57,Gijón,Operaciones,3660,2024-02-21,False,Junior,1.1
1034,Elena,44,Murcia,Operaciones,4867,2021-10-11,True,Junior,3.03
1035,Carmen,54,Alicante,Logística,2055,2020-05-17,False,Junior,2.61
1036,Ana,25,Murcia,Operaciones,4608,2024-03-17,False,SemiSenior,8.55
1037,Alberto,21,Murcia,Atención Cliente,2626,2025-02-11,False,Senior,2.33
1038,Isabel,41,A Coruña,Ventas,2789,2020-01-31,False,SemiSenior,3.04
1039,Andrés,52,Pamplona,Marketing,3970,2022-06-22,False,Junior,5.19
1040,Raúl,50,Zaragoza,Marketing,4203,2024-09-08,False,Senior,0.76
1041,Andrés,40,Valladolid,IT,4346,2024-01-01,True,Senior,9.61
1042,Ricardo,40,Santander,Logística,2137,2024-11-08,False,SemiSenior,4.91
1043,Hugo,44,Málaga,Ventas,3982,2022-05-09,False,Junior,1.9
1044,Pedro,55,Gijón,RRHH,2465,2022-02-09,False,SemiSenior,2.71
1045,Carmen,54,Valladolid,Marketing,2529,2024-01-07,True,Senior,7.98
1046,Ana,22,Santander,IT,5748,2020-11-13,False,SemiSenior,6.34
1047,Diego,43,Murcia,Logística,1684,2021-05-10,False,SemiSenior,4.65
1048,Carlos,34,A Coruña,Ventas,3183,2023-05-28,True,SemiSenior,3.32
1049,Paula,52,Bilbao,IT,3309,2023-10-15,False,Senior,9.01
1050,Diego,39,A Coruña,Marketing,2376,2020-09-04,False,Junior,7.73
1051,Andrés,60,Bilbao,Ventas,4970,2022-11-18,True,Junior,7.18
1052,Raúl,36,A Coruña,Logística,3538,2022-01-25,True,Senior,4.46
1053,Hugo,47,Alicante,Ventas,4653,2022-11-04,False,Junior,9.81
1054,Sergio,22,Zaragoza,Marketing,3058,2025-06-06,True,Junior,7.1
1055,Ana,58,Zaragoza,Marketing,5505,2020-06-07,False,Junior,4.24
1056,Raúl,24,Bilbao,IT,4702,2025-08-22,True,Junior,9.61
1057,Patricia,34,Granada,IT,2799,2022-07-19,True,Junior,8.96
1058,Fernando,54,Valladolid,Finanzas,5819,2024-05-17,True,SemiSenior,7.4
1059,Sofía,59,Murcia,Ventas,5353,2022-05-28,False,SemiSenior,7.67
1060,Miguel,38,Madrid,IT,4040,2021-10-05,False,SemiSenior,4.24
1061,Lucía,38,Barcelona,Marketing,1278,2024-05-14,False,Junior,5.07
1062,Ana,20,Madrid,Marketing,4038,2023-11-24,False,Senior,1.92
1063,Isabel,60,Gijón,RRHH,4516,2020-10-25,False,SemiSenior,5.95
1064,Fernando,18,Gijón,Logística,2951,2023-12-31,True,Senior,3.7
1065,Hugo,19,Barcelona,Marketing,1890,2024-04-07,False,Junior,3.47
1066,Paula,38,Madrid,Operaciones,3910,2022-03-13,False,Junior,9.48
1067,Patricia,18,Alicante,Atención Cliente,5048,2025-03-31,True,SemiSenior,1.65
1068,Carmen,25,Murcia,IT,2733,2023-08-19,False,Senior,8.3
1069,Hugo,44,Bilbao,Finanzas,3390,2021-11-21,True,Junior,2.81
1070,Pedro,48,A Coruña,RRHH,1205,2020-01-23,True,SemiSenior,0.29
1071,María,30,Valencia,Finanzas,4579,2023-10-29,False,SemiSenior,0.4
1072,Irene,52,Sevilla,Ventas,5358,2021-03-08,False,Junior,4.29
1073,Patricia,44,Málaga,RRHH,4927,2024-04-15,True,SemiSenior,4.54
1074,Nuria,27,Santander,IT,3261,2022-12-22,False,Junior,3.2
1075,Andrés,48,Alicante,Logística,1416,2022-08-24,True,Junior,6.69
1076,Ana,43,Sevilla,Finanzas,3562,2020-12-04,False,Senior,4.85
1077,Adrián,52,Valladolid,IT,5714,2024-01-12,False,SemiSenior,0.74
1078,Isabel,24,Santander,Finanzas,1600,2020-12-09,True,SemiSenior,3.48
1079,Carlos,27,Pamplona,Logística,2227,2022-05-14,False,SemiSenior,1.02
1080,Hugo,31,Alicante,Operaciones,5218,2024-09-27,False,Senior,0.63
1081,Pablo,32,Barcelona,Marketing,3927,2025-03-20,False,SemiSenior,2.08
1082,Elena,56,Valencia,Logística,2017,2025-08-09,True,SemiSenior,7.01
1083,Irene,49,Valencia,Ventas,1316,2025-06-06,True,Junior,6.96
1084,Irene,41,Sevilla,Ventas,3171,2023-02-24,False,SemiSenior,8.61
1085,Fernando,41,Sevilla,Ventas,4056,2021-02-18,False,SemiSenior,7.56
1086,Isabel,56,Bilbao,Logística,5234,2024-10-02,False,SemiSenior,5.35
1087,Elena,37,Valladolid,Operaciones,5443,2024-07-17,False,Junior,3.13
1088,Pablo,27,Málaga,Finanzas,3397,2025-08-11,False,Junior,0.06
1089,Adrián,23,Zaragoza,Operaciones,3228,2023-09-09,True,Senior,6.47
1090,Adrián,32,Valencia,Marketing,5670,2020-10-20,False,Senior,2.9
