order_id,fecha,cliente,producto,categoria,precio_unitario,cantidad,ciudad,metodo_pago
2376,2025-05-21,Gracia Barco Chaves,Aspiradora,Hogar,1328,5,Barcelona,PayPal
2377,2025-02-23,Martín Asensio Carmona,Pantalón,Ropa,1020,2,Valencia,Transferencia
2378,2025-07-27,Joel Jordán Checa,Monitor,Electrónica,508,4,Barcelona,Tarjeta
2379,2025-08-25,Abilio Escolano Riera,Lámpara,Hogar,1244,2,Sevilla,PayPal
2380,2024-10-21,Teresita Barbero-Orozco,Auriculares,Electrónica,341,5,Málaga,Tarjeta
2381,2024-10-03,Alejandra Larrea Olmedo,Silla,Hogar,1339,4,Murcia,Tarjeta
2382,2025-01-12,José Manuel Cordero,Cafetera,Hogar,994,2,Zaragoza,Transferencia
2383,2025-08-16,Wálter Quesada Lerma,Cafetera,Hogar,1380,2,Madrid,Transferencia
2384,2025-02-19,Américo Estevez Jimenez,Balón,Deportes,540,4,Bilbao,Transferencia
2385,2025-06-10,Adolfo Expósito Sedano,Consola portátil,Juguetes,355,5,Barcelona,Tarjeta
2386,2025-07-16,Juan del Blanes,Patines,Deportes,1466,2,Zaragoza,Transferencia
2387,2024-10-21,Emperatriz Duran Camino,Lámpara,Hogar,29,5,Bilbao,Tarjeta
2388,2025-07-25,Inmaculada Núñez Borrego,Raqueta,Deportes,49,3,Barcelona,Transferencia
2389,2025-07-23,Alexandra del Abascal,Camiseta,Ropa,576,4,Valencia,Tarjeta
2390,2025-06-02,Ámbar Rosado Roda,Smartphone,Electrónica,991,5,Valencia,Tarjeta
2391,2025-08-17,Edelmiro Lledó Barón,Puzzle,Juguetes,1413,4,Madrid,Tarjeta
2392,2025-01-09,Gala Candela Macias Briones,Monitor,Electrónica,318,1,Zaragoza,Transferencia
2393,2024-12-25,Odalys Florina Tamayo Morante,Pelota,Juguetes,1288,2,Bilbao,Tarjeta
2394,2025-01-21,Pelayo Torrent-Mas,Portátil,Electrónica,718,3,Zaragoza,Transferencia
2395,2025-01-16,Prudencia Durán Ojeda,Coche teledirigido,Juguetes,1144,2,Bilbao,PayPal
2396,2025-05-08,Dionisia Pinilla Pla,Chaqueta,Ropa,1024,4,Murcia,Transferencia
2397,2025-02-07,Fortunato Cañellas,Chaqueta,Ropa,197,2,Zaragoza,Transferencia
2398,2025-07-08,Blas Feliciano Cal Andrés,Coche teledirigido,Juguetes,226,1,Zaragoza,Tarjeta
2399,2024-12-30,Catalina Alcalá Escobar,Bicicleta,Deportes,518,4,Madrid,Tarjeta
2400,2025-06-12,Renato Peral-Bejarano,Pesas,Deportes,544,4,Sevilla,PayPal
2401,2025-02-02,Yago Vallés-García,Mesa,Hogar,968,3,Madrid,Transferencia
2402,2025-09-10,Martín de Rovira,Tablet,Electrónica,617,3,Sevilla,Transferencia
2403,2025-08-07,Lilia Taboada Vilar,Pesas,Deportes,34,1,Murcia,Transferencia
2404,2025-06-01,Amanda Marisa Garriga Oller,Cafetera,Hogar,207,2,Madrid,Tarjeta
2405,2025-06-16,Josep Miranda Verdejo,Puzzle,Juguetes,834,4,Valencia,Tarjeta
2406,2025-05-05,Aristides Roldán,Portátil,Electrónica,1315,1,Sevilla,Transferencia
2407,2024-11-14,Fanny Pérez,Zapatillas,Ropa,548,2,Barcelona,PayPal
2408,2025-03-30,Silvio Cuadrado Sans,Zapatillas,Ropa,1060,4,Madrid,Tarjeta
2409,2024-12-15,Teodosio Ferrer,Camiseta,Ropa,302,1,Barcelona,PayPal
2410,2025-02-06,Samu Tolosa,Pelota,Juguetes,121,4,Zaragoza,Tarjeta
2411,2025-07-10,Angelina Brunilda Figueroa Español,Aspiradora,Hogar,322,3,Valencia,Transferencia
2412,2025-06-30,Victor Manuel Espada Gabaldón,Balón,Deportes,169,1,Murcia,PayPal
2413,2024-10-28,Loida Tejada Pinilla,Bicicleta,Deportes,1379,2,Madrid,Tarjeta
2414,2024-12-01,Olegario Cánovas,Pantalón,Ropa,554,3,Madrid,PayPal
2415,2024-10-29,Efraín de Valencia,Puzzle,Juguetes,1103,2,Barcelona,Transferencia
2416,2024-11-16,Apolonia Castells Jurado,Puzzle,Juguetes,358,1,Madrid,Transferencia
2417,2025-07-20,Carlota Ema Garmendia Vicens,Gorra,Ropa,610,1,Sevilla,Tarjeta
2418,2025-04-29,Teófila Castells Cortes,Puzzle,Juguetes,330,3,Valencia,Tarjeta
2419,2024-12-22,Candelaria de Morata,Zapatillas,Ropa,826,2,Zaragoza,PayPal
2420,2025-04-17,Osvaldo Pozo Arnau,Silla,Hogar,1292,5,Barcelona,Tarjeta
2421,2025-01-24,Juliana Sureda,Balón,Deportes,1059,5,Bilbao,PayPal
2422,2025-09-28,Jose Luis Ortega Suarez,Portátil,Electrónica,636,4,Valencia,Transferencia
2423,2025-03-10,Pili Larrea-Lobo,Lámpara,Hogar,712,1,Sevilla,Transferencia
2424,2025-06-14,Eusebia Anglada-Seco,Bicicleta,Deportes,850,3,Málaga,Transferencia
2425,2024-11-28,Anselmo Barroso Pelayo,Chaqueta,Ropa,1189,5,Madrid,Transferencia
2426,2025-05-15,Mirta Moles Alcalá,Raqueta,Deportes,552,5,Zaragoza,PayPal
2427,2025-06-04,Mariana Jordá Osuna,Mesa,Hogar,1017,2,Bilbao,Tarjeta
2428,2025-09-28,Íngrid Sierra Carlos,Mesa,Hogar,217,4,Zaragoza,Transferencia
2429,2025-06-05,Jesús del Pozuelo,Muñeca,Juguetes,1007,1,Málaga,Transferencia
2430,2025-03-06,Luís Abascal-Perea,Muñeca,Juguetes,432,5,Sevilla,Transferencia
2431,2025-08-10,Florentina Robledo Porras,Puzzle,Juguetes,294,3,Murcia,PayPal
2432,2025-06-13,Pía Melero Cases,Balón,Deportes,1495,4,Murcia,PayPal
2433,2025-01-06,Néstor Reina Chacón,Bicicleta,Deportes,1461,3,Málaga,PayPal
2434,2024-10-09,Rosalía Bernardita Escalona Pedrosa,Camiseta,Ropa,1125,2,Málaga,PayPal
2435,2025-08-18,Paulina Maricela Conesa Morcillo,Portátil,Electrónica,1010,2,Bilbao,Transferencia
2436,2025-02-07,Calista Mariño Tur,Gorra,Ropa,247,4,Sevilla,PayPal
2437,2025-04-05,Emma Laguna Pinto,Raqueta,Deportes,1005,2,Sevilla,Transferencia
2438,2024-12-21,Nélida Cortés Sales,Pelota,Juguetes,1285,2,Barcelona,PayPal
2439,2025-09-01,Raúl Sarabia-Sanchez,Patines,Deportes,532,4,Madrid,Tarjeta
2440,2025-09-16,Carla Páez Tejada,Camiseta,Ropa,332,5,Valencia,Transferencia
2441,2025-04-02,María Belén Aguilera Pérez,Pesas,Deportes,1301,4,Murcia,Tarjeta
2442,2025-01-07,Paula Llopis-Pol,Zapatillas,Ropa,457,4,Málaga,Transferencia
2443,2024-10-29,Nilo Angulo-Amor,Zapatillas,Ropa,112,2,Málaga,PayPal
2444,2025-02-18,Custodio Leiva Huguet,Aspiradora,Hogar,1098,1,Valencia,Transferencia
2445,2025-04-25,Jeremías García Pellicer,Camiseta,Ropa,503,4,Barcelona,Transferencia
2446,2025-07-20,Florentina Carreras-Izquierdo,Balón,Deportes,1139,3,Barcelona,Tarjeta
2447,2025-09-18,Cristóbal Lalo Roura Valencia,Patines,Deportes,1190,4,Zaragoza,PayPal
2448,2024-12-02,Luís Saturnino Espada Santamaría,Tablet,Electrónica,602,2,Valencia,PayPal
2449,2025-09-28,Rosendo Ávila Casares,Gorra,Ropa,1096,2,Bilbao,Transferencia
2450,2024-10-22,Sandalio del Sanmartín,Pelota,Juguetes,317,1,Sevilla,Transferencia
2451,2025-08-19,Custodia Tejero Valbuena,Bicicleta,Deportes,745,5,Murcia,Tarjeta
2452,2025-06-10,Aurelio Haro Jódar,Pantalón,Ropa,1146,3,Valencia,PayPal
2453,2025-01-15,Edelmira Escrivá Casado,Pelota,Juguetes,995,1,Bilbao,Transferencia
2454,2025-06-16,Benito Piñeiro Miguel,Silla,Hogar,1345,1,Murcia,PayPal
2455,2024-11-16,Prudencia de Garzón,Consola portátil,Juguetes,125,3,Zaragoza,Transferencia
2456,2025-08-27,Álvaro Gallego Ramis,Balón,Deportes,1123,1,Valencia,PayPal
2457,2025-09-10,Adán Alegria,Puzzle,Juguetes,1276,4,Sevilla,Tarjeta
2458,2025-06-20,Pedro Jimenez Reyes,Consola portátil,Juguetes,955,1,Bilbao,PayPal
2459,2025-07-18,Gaspar Ayala Barberá,Smartphone,Electrónica,258,2,Bilbao,PayPal
2460,2024-11-14,Lucía Chaves,Balón,Deportes,312,1,Barcelona,PayPal
2461,2025-06-26,Valero Rodríguez Martínez,Smartphone,Electrónica,1297,3,Valencia,PayPal
2462,2024-11-16,Chema Elpidio Gaya Leiva,Gorra,Ropa,1417,5,Málaga,Transferencia
2463,2025-05-11,Ema Álvaro Priego,Portátil,Electrónica,1248,2,Murcia,Tarjeta
2464,2025-05-28,Noelia del Mora,Smartphone,Electrónica,1355,2,Málaga,Tarjeta
2465,2024-11-16,Marcela del Vall,Aspiradora,Hogar,137,2,Bilbao,PayPal
2466,2025-04-07,Lourdes Bonet,Tablet,Electrónica,546,5,Zaragoza,PayPal
2467,2024-11-03,Natalio Mayoral,Coche teledirigido,Juguetes,1187,4,Bilbao,PayPal
2468,2025-09-27,Jimena Herranz Camps,Tablet,Electrónica,801,2,Málaga,PayPal
2469,2024-12-05,Joel Ojeda Castro,Puzzle,Juguetes,1420,1,Murcia,PayPal
2470,2025-03-13,Clarisa Gutiérrez Vives,Gorra,Ropa,614,2,Bilbao,Tarjeta
2471,2025-01-21,Florina Godoy Leiva,Raqueta,Deportes,1023,3,Zaragoza,Tarjeta
2472,2024-10-16,Zaida Carrión,Silla,Hogar,791,2,Sevilla,Transferencia
2473,2025-07-16,Carolina del Portero,Puzzle,Juguetes,739,2,Bilbao,PayPal
2474,2025-03-29,Margarita Lamas Mas,Lámpara,Hogar,277,3,Sevilla,Tarjeta
2475,2024-10-01,Noelia Chamorro Juárez,Silla,Hogar,85,1,Murcia,PayPal
2476,2025-05-21,Emigdio Perales Amigó,Smartphone,Electrónica,982,2,Barcelona,Tarjeta
2477,2025-02-04,Carmina Cristina Salinas Mayoral,Puzzle,Juguetes,845,3,Sevilla,Tarjeta
2478,2025-07-18,Adolfo Duque-Galvez,Smartphone,Electrónica,724,1,Murcia,Tarjeta
2479,2025-06-14,Geraldo Vilaplana Pacheco,Tablet,Electrónica,735,5,Murcia,Tarjeta
2480,2025-01-17,Reinaldo Peinado Sobrino,Silla,Hogar,536,5,Barcelona,PayPal
2481,2024-12-03,Maura Claudia Goñi Pastor,Tablet,Electrónica,1062,5,Málaga,Tarjeta
2482,2024-09-30,Conrado Juan Bayona Miró,Cafetera,Hogar,1422,3,Murcia,Tarjeta
2483,2025-07-28,Nerea Guijarro Román,Mesa,Hogar,1039,3,Valencia,Tarjeta
2484,2025-06-06,Nazaret Company-Sala,Bicicleta,Deportes,1109,4,Bilbao,PayPal
2485,2025-04-06,Georgina Bárcena Valentín,Auriculares,Electrónica,881,1,Sevilla,PayPal
2486,2024-10-27,Teobaldo Sacristán Izquierdo,Raqueta,Deportes,324,3,Murcia,PayPal
2487,2025-04-26,Cosme Quintanilla Jaume,Pelota,Juguetes,572,2,Málaga,Transferencia
2488,2025-06-15,Verónica Boada-Nadal,Zapatillas,Ropa,1406,5,Málaga,PayPal
2489,2025-09-18,Román Villalobos-Calleja,Balón,Deportes,720,2,Barcelona,PayPal
2490,2025-07-26,Paco del Cárdenas,Balón,Deportes,1251,2,Murcia,Transferencia
2491,2024-11-03,Corona del Puente,Consola portátil,Juguetes,1231,5,Zaragoza,PayPal
2492,2025-08-24,Sosimo Quiroga Valverde,Patines,Deportes,966,4,Bilbao,Transferencia
2493,2025-01-08,Adelina Salgado Páez,Puzzle,Juguetes,1239,3,Madrid,Transferencia
2494,2024-12-11,Rogelio de Haro,Mesa,Hogar,936,4,Barcelona,Transferencia
2495,2025-03-11,Celestino Lobato Bou,Bicicleta,Deportes,987,1,Bilbao,Transferencia
2496,2025-06-21,Perla Palomares Losa,Consola portátil,Juguetes,829,2,Valencia,PayPal
2497,2025-02-19,Bruno Expósito Requena,Mesa,Hogar,260,4,Málaga,Tarjeta
2498,2025-07-01,Verónica Tejedor,Zapatillas,Ropa,81,5,Murcia,PayPal
2499,2024-12-10,Lorenza Armas-Costa,Zapatillas,Ropa,298,5,Bilbao,PayPal
2500,2025-03-14,Fabricio Zamora Saez,Bicicleta,Deportes,1280,4,Madrid,PayPal
2501,2025-05-21,José Mari Zapata Sancho,Balón,Deportes,974,1,Murcia,PayPal
2502,2025-04-10,Gonzalo Martí Baena,Tablet,Electrónica,597,1,Madrid,Tarjeta
2503,2024-11-15,Nadia Gutiérrez Goicoechea,Raqueta,Deportes,252,4,Sevilla,Tarjeta
2504,2025-09-15,Lalo Álamo-Fuente,Gorra,Ropa,222,2,Zaragoza,PayPal
2505,2024-10-25,Pascual Olmo Ochoa,Consola portátil,Juguetes,945,5,Sevilla,Tarjeta
2506,2024-11-24,Leonardo Lastra,Consola portátil,Juguetes,726,2,Murcia,Tarjeta
2507,2024-11-05,Amarilis Sola-Silva,Zapatillas,Ropa,301,1,Madrid,Transferencia
2508,2024-11-19,Maricruz Tolosa Barroso,Cafetera,Hogar,321,3,Barcelona,PayPal
2509,2024-12-26,Maite Peña Cabrera,Pelota,Juguetes,1480,2,Zaragoza,PayPal
2510,2025-07-24,Isa Verdugo Luís,Zapatillas,Ropa,540,3,Bilbao,Transferencia
2511,2025-08-13,Belén Colomer Olivares,Cafetera,Hogar,386,3,Sevilla,PayPal
2512,2025-06-14,Nazaret Maza Galan,Zapatillas,Ropa,690,2,Murcia,PayPal
2513,2025-09-10,Ibán Santiago Lara Sevillano,Portátil,Electrónica,1160,1,Málaga,Transferencia
2514,2025-07-28,María Carmen Iborra Muro,Mesa,Hogar,1295,5,Valencia,PayPal
2515,2024-12-29,Felicia Valcárcel,Muñeca,Juguetes,534,4,Murcia,Transferencia
2516,2024-12-29,Susana de Berrocal,Gorra,Ropa,627,2,Sevilla,Tarjeta
2517,2024-10-27,Febe Bas Iñiguez,Consola portátil,Juguetes,883,5,Sevilla,PayPal
2518,2025-02-19,Nilo Ariño,Chaqueta,Ropa,156,3,Bilbao,Tarjeta
2519,2025-07-16,Inmaculada Ferrando Lasa,Balón,Deportes,1375,1,Murcia,Tarjeta
2520,2025-09-12,Lupe Machado Morcillo,Gorra,Ropa,1293,2,Murcia,PayPal
2521,2024-10-20,Josep Pedrosa,Zapatillas,Ropa,213,3,Zaragoza,PayPal
2522,2025-03-17,Aurora Almansa Raya,Chaqueta,Ropa,1027,4,Madrid,PayPal
2523,2024-11-21,Juan Antonio Pablo Guardia,Lámpara,Hogar,1211,5,Barcelona,Transferencia
2524,2025-08-07,Matías Gracia Jaume,Coche teledirigido,Juguetes,186,2,Murcia,PayPal
2525,2025-04-14,Rosendo Arellano Jaume,Balón,Deportes,1089,2,Sevilla,Tarjeta
2526,2024-10-23,Áurea Palomar Carreras,Mesa,Hogar,86,5,Valencia,Tarjeta
2527,2025-09-25,Ángela de Cobo,Monitor,Electrónica,415,3,Bilbao,PayPal
2528,2024-10-23,María José Baena León,Cafetera,Hogar,945,3,Bilbao,Transferencia
2529,2025-07-24,Silvestre Sanjuan,Patines,Deportes,1155,3,Valencia,Tarjeta
2530,2025-09-11,Norberto Mateo Larrea Cárdenas,Coche teledirigido,Juguetes,1485,2,Málaga,Transferencia
2531,2024-11-24,Nieves Conde Valentín,Muñeca,Juguetes,664,5,Valencia,Transferencia
2532,2025-04-24,Andrea Eugenia Caro Belda,Silla,Hogar,243,4,Bilbao,PayPal
2533,2025-09-25,Ligia Roig Iglesia,Lámpara,Hogar,1166,2,Madrid,Tarjeta
2534,2025-09-14,Apolinar Neira Carrillo,Zapatillas,Ropa,193,3,Murcia,Tarjeta
2535,2025-03-02,Ricarda Muñoz-Lorenzo,Auriculares,Electrónica,1320,2,Barcelona,Tarjeta
2536,2025-09-15,Angelino Mínguez Segura,Gorra,Ropa,219,2,Valencia,Transferencia
2537,2024-11-25,María Fernanda Calleja,Coche teledirigido,Juguetes,146,1,Murcia,PayPal
2538,2025-06-21,Adolfo Cepeda Benavente,Auriculares,Electrónica,420,1,Valencia,Transferencia
2539,2025-04-20,Begoña Espejo-Oller,Zapatillas,Ropa,353,2,Bilbao,Transferencia
2540,2025-07-14,Cleto Mármol,Pesas,Deportes,151,5,Sevilla,Tarjeta
2541,2025-07-07,Luz del Salas,Monitor,Electrónica,1142,4,Barcelona,Tarjeta
2542,2025-06-16,Chita Echeverría-Giménez,Cafetera,Hogar,83,2,Madrid,Tarjeta
2543,2025-04-30,Purificación Cal Gimenez,Mesa,Hogar,325,4,Barcelona,Transferencia
2544,2025-04-18,Darío Pablo,Mesa,Hogar,150,2,Valencia,Tarjeta
2545,2025-09-11,Loreto Ballester Sanmiguel,Patines,Deportes,964,5,Zaragoza,PayPal
2546,2025-09-02,Azucena Márquez Cerdá,Consola portátil,Juguetes,1213,5,Barcelona,PayPal
2547,2025-09-11,Noé Llabrés Ferreras,Pesas,Deportes,166,2,Zaragoza,Transferencia
2548,2025-09-01,Nando Arribas Vera,Mesa,Hogar,252,1,Sevilla,Tarjeta
2549,2024-12-09,Haydée Barberá-Benavent,Aspiradora,Hogar,148,2,Málaga,PayPal
2550,2025-07-30,Encarnacion Navas,Monitor,Electrónica,576,1,Madrid,Tarjeta
2551,2025-04-24,María Fernanda Franch-Arévalo,Chaqueta,Ropa,1491,3,Málaga,PayPal
2552,2025-03-10,Reyna Reina Vall,Patines,Deportes,193,5,Málaga,Tarjeta
2553,2025-02-25,Guadalupe Álamo-Esteve,Pesas,Deportes,676,2,Málaga,Tarjeta
2554,2025-06-01,Borja Santana Leiva,Puzzle,Juguetes,1261,2,Zaragoza,Transferencia
2555,2025-02-10,Fidel Domínguez,Patines,Deportes,858,5,Zaragoza,Tarjeta
2556,2025-04-23,Natalia del Tejedor,Raqueta,Deportes,1216,3,Bilbao,Tarjeta
2557,2025-02-28,Toni Guzmán Gelabert,Balón,Deportes,658,1,Madrid,PayPal
2558,2024-11-09,Begoña Reig Bou,Patines,Deportes,797,1,Zaragoza,Tarjeta
2559,2025-06-26,Mariana Pino,Consola portátil,Juguetes,365,4,Bilbao,PayPal
2560,2025-01-31,Fulgencio Tolosa Salazar,Cafetera,Hogar,1271,5,Valencia,Tarjeta
2561,2025-01-25,Josep Milla-Berrocal,Cafetera,Hogar,1003,3,Murcia,PayPal
2562,2024-12-04,Elvira Barroso,Muñeca,Juguetes,138,2,Barcelona,PayPal
2563,2025-05-02,Ascensión Huguet-Bravo,Patines,Deportes,164,3,Barcelona,Transferencia
2564,2025-03-13,Flavio Montalbán-Rovira,Consola portátil,Juguetes,271,2,Sevilla,Transferencia
2565,2025-05-13,Maximino Egea Losada,Mesa,Hogar,76,2,Valencia,Tarjeta
2566,2024-11-04,Nayara Valdés Palmer,Muñeca,Juguetes,1134,3,Zaragoza,Transferencia
2567,2025-09-29,Inocencio Colomer Mariscal,Muñeca,Juguetes,1012,1,Zaragoza,Transferencia
2568,2024-12-11,Remigio Sosimo Delgado Abellán,Pelota,Juguetes,261,3,Sevilla,Transferencia
2569,2025-08-09,Cecilio del Garcia,Camiseta,Ropa,1213,3,Málaga,PayPal
2570,2025-02-16,Javi Conesa Fiol,Cafetera,Hogar,540,3,Bilbao,Transferencia
2571,2025-02-03,Federico Botella-Barral,Balón,Deportes,218,3,Valencia,Tarjeta
2572,2025-03-31,Pastor Valderrama Hervás,Puzzle,Juguetes,503,5,Murcia,PayPal
2573,2025-06-23,Ciriaco Silva Corbacho,Zapatillas,Ropa,673,2,Barcelona,Tarjeta
2574,2025-01-10,Jesusa Ferrero-Camacho,Gorra,Ropa,423,5,Bilbao,Transferencia
2575,2024-10-21,Eleuterio Menéndez Méndez,Pelota,Juguetes,718,4,Bilbao,Transferencia
2576,2025-08-23,Encarna Alcázar,Pantalón,Ropa,902,4,Sevilla,PayPal
2577,2025-01-17,Urbano Pellicer Carrillo,Pelota,Juguetes,1094,4,Málaga,PayPal
2578,2024-10-27,Marc Molins-Capdevila,Pelota,Juguetes,77,2,Sevilla,Transferencia
2579,2025-07-23,Cloe Tomas-Vilalta,Auriculares,Electrónica,1257,4,Sevilla,PayPal
2580,2025-04-23,Iris Milagros Ocaña Garcés,Cafetera,Hogar,160,3,Zaragoza,Tarjeta
2581,2025-01-06,Palmira Baquero Ayala,Portátil,Electrónica,210,1,Murcia,Transferencia
2582,2024-11-07,Adelina del Reyes,Raqueta,Deportes,1261,3,Sevilla,Transferencia
2583,2025-03-06,Nayara Falcó Cuéllar,Coche teledirigido,Juguetes,911,2,Sevilla,Transferencia
2584,2024-11-17,Ema Bejarano-Cabello,Zapatillas,Ropa,914,4,Valencia,Transferencia
2585,2025-09-03,Conrado Valero Luna,Pesas,Deportes,1455,1,Barcelona,PayPal
2586,2025-05-25,Carmelo Esteban Romeu,Gorra,Ropa,63,5,Málaga,Transferencia
2587,2025-07-28,Ciro Nogués Calzada,Camiseta,Ropa,536,3,Murcia,PayPal
2588,2025-06-28,Cecilio de Valencia,Puzzle,Juguetes,1067,3,Bilbao,Transferencia
2589,2025-01-09,Florencio Navarro Quintana,Tablet,Electrónica,93,3,Valencia,Tarjeta
2590,2024-11-21,Teresa España Cal,Patines,Deportes,919,1,Bilbao,PayPal
2591,2025-08-22,Xiomara Company Rivera,Consola portátil,Juguetes,1033,1,Zaragoza,Transferencia
2592,2025-02-01,Fito Beltrán Carbonell,Zapatillas,Ropa,960,2,Sevilla,Transferencia
2593,2024-12-18,Liliana Macarena Vall Cordero,Pantalón,Ropa,361,5,Sevilla,PayPal
2594,2025-07-28,Erasmo Marcos,Mesa,Hogar,736,1,Bilbao,Transferencia
2595,2025-07-03,Fabián Rosselló Bou,Lámpara,Hogar,622,4,Málaga,Tarjeta
2596,2024-10-08,Aitana Donaire Infante,Aspiradora,Hogar,1058,4,Málaga,PayPal
2597,2024-10-13,Silvia Cuenca Ángel,Silla,Hogar,795,4,Barcelona,PayPal
2598,2025-05-09,Sebastián Pareja Mayol,Tablet,Electrónica,1346,2,Sevilla,Tarjeta
2599,2024-12-13,Nico Erasmo Crespi Agustí,Balón,Deportes,782,2,Málaga,Transferencia
2600,2025-01-03,Lourdes América Jaume Reyes,Bicicleta,Deportes,1299,2,Barcelona,Tarjeta
2601,2025-04-20,Danilo Robles Flor,Pelota,Juguetes,973,2,Valencia,Tarjeta
2602,2025-03-18,Irene Pozuelo Manrique,Silla,Hogar,986,5,Málaga,Transferencia
2603,2024-10-13,Tomasa Calderon Doménech,Cafetera,Hogar,541,3,Bilbao,Tarjeta
2604,2025-07-25,Octavio Glauco Cardona Acuña,Camiseta,Ropa,1159,4,Zaragoza,PayPal
2605,2025-03-31,Carmina Machado Plaza,Tablet,Electrónica,1223,4,Barcelona,PayPal
2606,2025-06-25,Cecilio Sánchez,Aspiradora,Hogar,515,4,Murcia,PayPal
2607,2024-11-24,Florencia Bermúdez Fuente,Gorra,Ropa,1184,4,Bilbao,Transferencia
2608,2025-03-19,Manuela de Taboada,Portátil,Electrónica,705,5,Murcia,Tarjeta
2609,2025-02-11,Wálter Granados Bustamante,Muñeca,Juguetes,785,4,Barcelona,PayPal
2610,2025-05-13,Lorenzo Parejo Corbacho,Smartphone,Electrónica,144,3,Valencia,Transferencia
2611,2025-08-12,Noé del Villena,Auriculares,Electrónica,616,2,Murcia,PayPal
2612,2024-12-20,David Vito Alvarez Alfonso,Mesa,Hogar,167,3,Málaga,Tarjeta
2613,2025-07-17,Jerónimo Gras Flores,Muñeca,Juguetes,1024,5,Bilbao,Tarjeta
2614,2025-01-24,Alfredo Melero,Coche teledirigido,Juguetes,1416,5,Málaga,Tarjeta
2615,2024-12-28,Onofre Alsina Chaves,Auriculares,Electrónica,712,1,Sevilla,PayPal
2616,2024-12-17,Carina Ugarte Vilanova,Smartphone,Electrónica,367,5,Zaragoza,Transferencia
2617,2025-08-23,Demetrio Matas Rico,Pantalón,Ropa,1255,1,Bilbao,PayPal
2618,2024-11-18,Luis Elorza Cuadrado,Zapatillas,Ropa,677,2,Murcia,Transferencia
2619,2024-12-07,Chita Corona Elías Giménez,Cafetera,Hogar,661,5,Madrid,Transferencia
2620,2025-01-05,Emiliano Gomila,Portátil,Electrónica,1210,2,Valencia,Transferencia
2621,2025-08-14,Sabina de Armas,Raqueta,Deportes,830,5,Madrid,PayPal
2622,2024-11-19,Roque Conesa Prieto,Silla,Hogar,16,1,Bilbao,Transferencia
2623,2025-05-18,Camila de Palomar,Raqueta,Deportes,1500,3,Barcelona,Tarjeta
2624,2025-08-30,Nicolasa de Caparrós,Mesa,Hogar,1422,4,Sevilla,PayPal
2625,2025-01-04,Oriana de Acevedo,Puzzle,Juguetes,890,1,Madrid,Tarjeta
2626,2025-01-12,Fidel Padilla Mir,Pesas,Deportes,1477,1,Málaga,Transferencia
2627,2024-10-08,Eusebia Barros Rueda,Silla,Hogar,714,2,Bilbao,Tarjeta
2628,2025-08-22,Borja de Mariscal,Patines,Deportes,517,4,Madrid,PayPal
2629,2025-04-13,Lázaro del Andres,Auriculares,Electrónica,1023,5,Bilbao,Transferencia
2630,2025-09-16,Lara Huerta Calzada,Bicicleta,Deportes,1028,5,Madrid,Transferencia
2631,2024-10-30,Ceferino Elorza-Carreño,Chaqueta,Ropa,678,3,Bilbao,Tarjeta
2632,2024-11-22,Alberto Glauco Sanmiguel Almeida,Gorra,Ropa,1191,3,Zaragoza,PayPal
2633,2025-03-09,Elena Ferrer,Raqueta,Deportes,315,2,Zaragoza,Transferencia
2634,2025-06-22,Saturnino Cesar Lerma Rios,Bicicleta,Deportes,998,5,Málaga,Transferencia
2635,2025-03-27,Juliana Tejedor Collado,Tablet,Electrónica,852,1,Bilbao,PayPal
2636,2025-08-25,Susana Ordóñez Amores,Mesa,Hogar,130,4,Madrid,Tarjeta
2637,2025-07-15,Arsenio Gracia Escribano,Monitor,Electrónica,201,1,Madrid,PayPal
2638,2024-10-03,Amada Paloma Santamaría Cuenca,Aspiradora,Hogar,757,2,Málaga,Transferencia
2639,2025-09-11,Lalo Cirino Cuenca Sanjuan,Puzzle,Juguetes,83,5,Madrid,Tarjeta
2640,2025-03-22,Azahar Almazán-Manjón,Aspiradora,Hogar,1179,3,Zaragoza,Transferencia
2641,2025-01-05,Loreto Giralt Borrell,Auriculares,Electrónica,424,3,Bilbao,Tarjeta
2642,2024-11-08,José Ángel Ortiz,Portátil,Electrónica,492,5,Madrid,Transferencia
2643,2025-03-01,Onofre Espinosa Cañas,Tablet,Electrónica,124,2,Barcelona,Tarjeta
2644,2025-01-19,Tomasa Vendrell-Lledó,Muñeca,Juguetes,1250,5,Málaga,Tarjeta
2645,2025-04-23,Ágata Lorenzo Quirós,Portátil,Electrónica,1215,5,Barcelona,PayPal
2646,2024-12-11,Duilio Juan Leal,Auriculares,Electrónica,506,3,Valencia,Transferencia
2647,2025-06-09,Nicolasa Larrea Aller,Bicicleta,Deportes,627,2,Zaragoza,Tarjeta
2648,2025-07-08,Adelina Aura Núñez Varela,Zapatillas,Ropa,438,2,Valencia,Transferencia
2649,2025-04-26,Febe Borja Piquer,Mesa,Hogar,179,3,Bilbao,Tarjeta
2650,2025-02-18,Tito Saldaña Lledó,Tablet,Electrónica,304,2,Madrid,PayPal
2651,2025-04-02,Ariadna Casas Torrijos,Gorra,Ropa,147,3,Madrid,PayPal
2652,2024-12-29,Vera Belmonte Verdejo,Muñeca,Juguetes,417,5,Bilbao,PayPal
2653,2024-12-24,Emigdio Guzmán-Sanjuan,Coche teledirigido,Juguetes,671,4,Zaragoza,Transferencia
